host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,total_review_activity,host_type,availability_type
4345336,Queens,Sunnyside,40.7468,-73.92218,Private room,48,2,33,0.92,1,113,30.360000000000003,Single Listing,Medium Availability
17241205,Brooklyn,Williamsburg,40.70791,-73.93396,Entire home/apt,129,1,21,0.36,1,0,7.56,Single Listing,Low Availability
17243187,Manhattan,SoHo,40.72511,-74.00016,Entire home/apt,180,5,9,0.15,1,87,1.3499999999999999,Single Listing,Medium Availability
12483101,Queens,Long Island City,40.76844,-73.93819,Private room,70,3,1,0.09,1,342,0.09,Single Listing,High Availability
17256091,Manhattan,Upper East Side,40.77565,-73.95086,Entire home/apt,150,2,0,0.0,1,0,0.0,Single Listing,Low Availability
17247205,Brooklyn,Park Slope,40.66891,-73.97987,Entire home/apt,240,1,1,0.05,1,0,0.05,Single Listing,Low Availability
7398990,Brooklyn,Park Slope,40.67505,-73.97795,Entire home/apt,100,5,10,0.17,1,0,1.7000000000000002,Single Listing,Low Availability
10665748,Manhattan,East Village,40.73005,-73.98525,Entire home/apt,122,30,7,0.12,1,339,0.84,Single Listing,High Availability
16286162,Bronx,Allerton,40.86689,-73.85776,Private room,47,2,75,1.27,4,172,95.25,Small Host,Medium Availability
17289499,Brooklyn,Prospect Heights,40.67998,-73.96743,Entire home/apt,140,3,12,0.2,1,4,2.4000000000000004,Single Listing,Low Availability
17292935,Bronx,Mott Haven,40.81055,-73.92482,Private room,55,1,231,3.95,2,16,912.45,Small Host,Low Availability
4274268,Brooklyn,Crown Heights,40.67183,-73.95491,Entire home/apt,110,4,3,0.05,1,0,0.15000000000000002,Single Listing,Low Availability
17299359,Brooklyn,Bedford-Stuyvesant,40.68571,-73.95792,Entire home/apt,175,3,1,0.02,2,365,0.02,Small Host,High Availability
11081628,Manhattan,Civic Center,40.71663,-74.00231,Entire home/apt,80,7,6,0.18,1,0,1.08,Single Listing,Low Availability
16914467,Manhattan,Midtown,40.75812,-73.96171,Entire home/apt,150,2,4,0.07,1,0,0.28,Single Listing,Low Availability
13148521,Manhattan,Upper West Side,40.79037,-73.97195,Entire home/apt,200,4,4,0.07,1,0,0.28,Single Listing,Low Availability
17315514,Brooklyn,Sunset Park,40.66201,-73.99719,Private room,50,10,1,0.03,2,0,0.03,Small Host,Low Availability
17318747,Manhattan,Upper East Side,40.77343,-73.95979,Private room,99,1,21,0.47,2,82,9.87,Small Host,Medium Availability
5634395,Manhattan,Harlem,40.82186,-73.95672,Private room,60,7,11,0.18,2,0,1.98,Small Host,Low Availability
7356757,Manhattan,Greenwich Village,40.73232,-74.0002,Entire home/apt,225,1,39,2.73,1,49,106.47,Single Listing,Medium Availability
17339848,Manhattan,Washington Heights,40.85529,-73.9398,Entire home/apt,175,3,5,0.08,1,0,0.4,Single Listing,Low Availability
6045456,Brooklyn,Williamsburg,40.71409,-73.93979,Private room,60,7,16,0.26,1,313,4.16,Single Listing,High Availability
17198795,Manhattan,Upper East Side,40.78284,-73.94825,Entire home/apt,255,2,1,0.02,1,341,0.02,Single Listing,High Availability
8697041,Brooklyn,Williamsburg,40.71266,-73.94829,Private room,75,15,4,0.07,2,0,0.28,Small Host,Low Availability
17347275,Brooklyn,Gowanus,40.68094,-73.98205,Entire home/apt,190,3,2,0.03,1,0,0.06,Single Listing,Low Availability
13637847,Brooklyn,Crown Heights,40.67432,-73.95949,Entire home/apt,98,5,11,0.18,1,188,1.98,Single Listing,High Availability
14509754,Brooklyn,Williamsburg,40.71936,-73.96181,Private room,150,1,0,0.0,1,364,0.0,Single Listing,High Availability
634096,Brooklyn,Williamsburg,40.71644,-73.95876,Entire home/apt,250,1,0,0.0,1,0,0.0,Single Listing,Low Availability
17389236,Manhattan,Harlem,40.80493,-73.95677,Entire home/apt,215,1,107,1.8,1,47,192.6,Single Listing,Medium Availability
17130308,Brooklyn,Williamsburg,40.72154,-73.95449,Entire home/apt,200,5,7,0.12,1,0,0.84,Single Listing,Low Availability
666862,Brooklyn,Clinton Hill,40.68266,-73.96743,Entire home/apt,100,2,45,0.98,1,0,44.1,Single Listing,Low Availability
2533026,Brooklyn,Williamsburg,40.71204,-73.95628,Entire home/apt,200,30,0,0.0,1,0,0.0,Single Listing,Low Availability
178551,Manhattan,Harlem,40.81525,-73.95279,Entire home/apt,200,6,0,0.0,1,0,0.0,Single Listing,Low Availability
9604972,Manhattan,Lower East Side,40.7212,-73.98893,Entire home/apt,110,1,1,0.02,1,0,0.02,Single Listing,Low Availability
17430718,Manhattan,Harlem,40.81511,-73.94315,Entire home/apt,115,3,64,1.05,2,211,67.2,Small Host,High Availability
5220670,Manhattan,East Harlem,40.80278,-73.94001,Private room,75,1,3,0.05,1,0,0.15000000000000002,Single Listing,Low Availability
17159358,Manhattan,West Village,40.73476,-74.001,Entire home/apt,289,1,7,0.12,1,0,0.84,Single Listing,Low Availability
10698270,Manhattan,Upper East Side,40.76717,-73.95532,Private room,95,1,202,3.31,2,263,668.62,Small Host,High Availability
1384256,Manhattan,Lower East Side,40.71812,-73.98619,Entire home/apt,197,1,285,4.83,1,8,1376.55,Single Listing,Low Availability
17456385,Manhattan,Hell's Kitchen,40.76753,-73.98397,Entire home/apt,150,1,0,0.0,1,0,0.0,Single Listing,Low Availability
17457445,Queens,Ridgewood,40.70706,-73.91437,Entire home/apt,225,7,0,0.0,1,0,0.0,Single Listing,Low Availability
4060346,Staten Island,Eltingville,40.54268,-74.16254,Private room,56,1,145,2.38,1,258,345.09999999999997,Single Listing,High Availability
1535732,Manhattan,Upper West Side,40.78478,-73.97668,Entire home/apt,225,15,15,0.45,1,266,6.75,Single Listing,High Availability
17475146,Manhattan,East Harlem,40.80409,-73.93988,Entire home/apt,70,7,1,0.02,1,0,0.02,Single Listing,Low Availability
17477908,Manhattan,Upper West Side,40.79098,-73.96745,Entire home/apt,264,30,6,0.1,10,281,0.6000000000000001,Medium Host,High Availability
17477908,Manhattan,Upper West Side,40.79219,-73.96862,Entire home/apt,199,30,11,0.19,10,365,2.09,Medium Host,High Availability
17051201,Brooklyn,Park Slope,40.6705,-73.97954,Entire home/apt,149,2,19,0.33,3,28,6.2700000000000005,Small Host,Low Availability
1499484,Brooklyn,Red Hook,40.67851,-74.01591,Entire home/apt,142,1,169,2.8,2,306,473.2,Small Host,High Availability
17479416,Manhattan,East Harlem,40.80422,-73.93841,Entire home/apt,299,4,58,0.97,2,324,56.26,Small Host,High Availability
16718001,Brooklyn,Bedford-Stuyvesant,40.68887,-73.95013,Entire home/apt,50,3,15,0.25,1,0,3.75,Single Listing,Low Availability
12949460,Brooklyn,Park Slope,40.67926,-73.97711,Entire home/apt,160,1,488,8.14,1,269,3972.32,Single Listing,High Availability
5810978,Brooklyn,Bedford-Stuyvesant,40.68422,-73.95666,Entire home/apt,127,4,142,2.34,1,2,332.28,Single Listing,Low Availability
4374828,Brooklyn,Clinton Hill,40.68407,-73.96715,Entire home/apt,110,3,39,0.85,1,0,33.15,Single Listing,Low Availability
6230230,Manhattan,Lower East Side,40.71922,-73.98472,Private room,69,2,36,0.6,3,5,21.599999999999998,Small Host,Low Availability
17299359,Brooklyn,Bedford-Stuyvesant,40.68448,-73.95854,Entire home/apt,175,3,4,0.07,2,365,0.28,Small Host,High Availability
3395227,Manhattan,East Village,40.72402,-73.98771,Entire home/apt,179,5,72,1.18,1,0,84.96,Single Listing,Low Availability
17527788,Brooklyn,Bushwick,40.69642,-73.93361,Entire home/apt,144,1,51,0.84,2,85,42.839999999999996,Small Host,Medium Availability
4320908,Manhattan,Nolita,40.72044,-73.99645,Entire home/apt,175,7,0,0.0,1,0,0.0,Single Listing,Low Availability
6707119,Manhattan,Harlem,40.8079,-73.94887,Entire home/apt,150,1,1,0.02,1,0,0.02,Single Listing,Low Availability
3841446,Brooklyn,Williamsburg,40.71023,-73.95688,Entire home/apt,109,2,214,4.58,1,127,980.12,Single Listing,Medium Availability
17208512,Brooklyn,Bay Ridge,40.63195,-74.0214,Entire home/apt,75,3,4,0.08,1,0,0.32,Single Listing,Low Availability
17568735,Manhattan,Harlem,40.82639,-73.94186,Entire home/apt,135,3,3,0.05,1,0,0.15000000000000002,Single Listing,Low Availability
3250450,Queens,Maspeth,40.74064,-73.89956,Private room,39,30,0,0.0,18,352,0.0,Medium Host,High Availability
3250450,Queens,Astoria,40.771,-73.92563,Private room,38,30,8,0.14,18,358,1.12,Medium Host,High Availability
15697051,Brooklyn,Bedford-Stuyvesant,40.68885,-73.92354,Entire home/apt,195,2,231,3.82,1,251,882.42,Single Listing,High Availability
17266994,Manhattan,Morningside Heights,40.8081,-73.95647,Entire home/apt,146,3,91,1.52,2,223,138.32,Small Host,High Availability
17592620,Brooklyn,Williamsburg,40.71788,-73.96021,Entire home/apt,318,5,19,0.32,1,268,6.08,Single Listing,High Availability
721833,Manhattan,Kips Bay,40.74593,-73.97915,Entire home/apt,184,3,0,0.0,1,0,0.0,Single Listing,Low Availability
17601262,Brooklyn,Williamsburg,40.7139,-73.9353,Entire home/apt,140,2,133,2.52,2,283,335.16,Small Host,High Availability
16677326,Manhattan,Chelsea,40.74977,-73.99647,Private room,85,1,145,3.48,12,342,504.6,Medium Host,High Availability
17604079,Manhattan,Harlem,40.80724,-73.94739,Entire home/apt,170,1,1,0.02,1,0,0.02,Single Listing,Low Availability
17618198,Queens,Ditmars Steinway,40.77902,-73.90768,Private room,100,2,2,0.03,1,365,0.06,Single Listing,High Availability
10034987,Manhattan,Upper West Side,40.78273,-73.97319,Entire home/apt,199,3,25,0.42,1,0,10.5,Single Listing,Low Availability
380728,Brooklyn,Williamsburg,40.71119,-73.96703,Private room,77,6,17,0.29,1,188,4.93,Single Listing,High Availability
11308483,Manhattan,Kips Bay,40.73877,-73.98171,Private room,80,1,2,0.03,1,0,0.06,Single Listing,Low Availability
17658078,Bronx,Mott Haven,40.81049,-73.9043,Private room,79,2,11,0.19,1,0,2.09,Single Listing,Low Availability
130216,Brooklyn,Brooklyn Heights,40.69088,-73.99416,Entire home/apt,155,5,7,0.12,1,17,0.84,Single Listing,Low Availability
17681072,Manhattan,Greenwich Village,40.73331,-73.9941,Entire home/apt,275,30,12,0.2,1,358,2.4000000000000004,Single Listing,High Availability
17347754,Brooklyn,Williamsburg,40.71187,-73.93593,Entire home/apt,119,2,10,0.18,1,0,1.7999999999999998,Single Listing,Low Availability
17682043,Brooklyn,Greenpoint,40.73689,-73.95488,Entire home/apt,85,20,5,0.09,1,0,0.44999999999999996,Single Listing,Low Availability
17682312,Manhattan,Harlem,40.82947,-73.95104,Private room,84,1,0,0.0,1,0,0.0,Single Listing,Low Availability
17616305,Manhattan,Harlem,40.82774,-73.9508,Private room,90,2,127,2.15,1,58,273.05,Single Listing,Medium Availability
617127,Brooklyn,Crown Heights,40.67619,-73.94389,Entire home/apt,135,5,53,0.9,1,191,47.7,Single Listing,High Availability
4904811,Brooklyn,Williamsburg,40.70848,-73.95323,Private room,90,3,230,3.79,1,125,871.7,Single Listing,Medium Availability
6153186,Brooklyn,Williamsburg,40.71784,-73.95521,Entire home/apt,150,1,5,0.08,1,0,0.4,Single Listing,Low Availability
4847926,Brooklyn,Flatbush,40.64246,-73.95443,Private room,38,3,76,1.3,3,253,98.8,Small Host,High Availability
1475015,Manhattan,Kips Bay,40.74318,-73.97858,Entire home/apt,87,30,4,0.07,52,343,0.28,Large Host,High Availability
17711637,Brooklyn,Kensington,40.6451,-73.97798,Entire home/apt,210,5,3,0.05,1,0,0.15000000000000002,Single Listing,Low Availability
5407403,Manhattan,Inwood,40.86176,-73.93082,Private room,80,2,50,0.83,1,6,41.5,Single Listing,Low Availability
17719747,Brooklyn,Fort Greene,40.68902,-73.96976,Entire home/apt,250,3,20,0.39,1,323,7.800000000000001,Single Listing,High Availability
17730490,Manhattan,Chelsea,40.74252,-73.9975,Entire home/apt,175,1,18,0.31,1,0,5.58,Single Listing,Low Availability
922478,Brooklyn,Clinton Hill,40.6825,-73.95888,Private room,65,1,52,0.87,2,82,45.24,Small Host,Medium Availability
17737666,Manhattan,East Village,40.73136,-73.98714,Entire home/apt,140,1,48,0.81,1,0,38.88,Single Listing,Low Availability
17739111,Manhattan,Harlem,40.80297,-73.95132,Entire home/apt,129,4,17,0.28,1,64,4.760000000000001,Single Listing,Medium Availability
515946,Manhattan,East Village,40.73041,-73.9896,Entire home/apt,159,4,45,0.75,1,87,33.75,Single Listing,Medium Availability
10628463,Queens,Fresh Meadows,40.75037,-73.79154,Private room,125,7,0,0.0,1,365,0.0,Single Listing,High Availability
4254072,Manhattan,West Village,40.73022,-74.00421,Entire home/apt,249,3,44,0.74,1,332,32.56,Single Listing,High Availability
14902860,Brooklyn,Bedford-Stuyvesant,40.68388,-73.94427,Entire home/apt,151,5,52,0.91,5,333,47.32,Small Host,High Availability
6491377,Brooklyn,Bedford-Stuyvesant,40.69334,-73.94608,Private room,79,4,70,1.19,1,308,83.3,Single Listing,High Availability
9952523,Brooklyn,Crown Heights,40.66919,-73.95079,Entire home/apt,125,3,10,0.22,1,0,2.2,Single Listing,Low Availability
228012,Manhattan,Harlem,40.81792,-73.94236,Entire home/apt,135,5,76,1.28,1,257,97.28,Single Listing,High Availability
7665324,Manhattan,Lower East Side,40.72274,-73.99169,Entire home/apt,151,2,5,0.1,2,46,0.5,Small Host,Medium Availability
12291588,Brooklyn,Bedford-Stuyvesant,40.68476,-73.92975,Entire home/apt,59,1,142,2.63,1,318,373.46,Single Listing,High Availability
1457351,Manhattan,Lower East Side,40.72007,-73.99078,Entire home/apt,273,4,85,1.41,1,91,119.85,Single Listing,Medium Availability
12337318,Manhattan,Harlem,40.82435,-73.94507,Private room,70,2,28,0.82,2,80,22.959999999999997,Small Host,Medium Availability
17781037,Manhattan,Harlem,40.82447,-73.95076,Private room,95,1,2,0.03,1,0,0.06,Single Listing,Low Availability
9510645,Brooklyn,Bushwick,40.70399,-73.92813,Private room,96,1,332,5.57,2,355,1849.24,Small Host,High Availability
6828085,Manhattan,West Village,40.73622,-74.00147,Shared room,110,1,47,0.81,1,362,38.07,Single Listing,High Availability
17791294,Manhattan,Hell's Kitchen,40.76878,-73.98719,Private room,110,1,0,0.0,1,0,0.0,Single Listing,Low Availability
17791467,Manhattan,Harlem,40.82233,-73.93779,Private room,69,2,249,4.12,2,132,1025.88,Small Host,Medium Availability
7157099,Brooklyn,Prospect-Lefferts Gardens,40.65732,-73.95991,Private room,85,2,67,1.56,3,264,104.52000000000001,Small Host,High Availability
13337141,Manhattan,Lower East Side,40.71867,-73.98612,Entire home/apt,150,2,121,2.02,1,0,244.42000000000002,Single Listing,Low Availability
506909,Manhattan,Kips Bay,40.73788,-73.98048,Entire home/apt,170,1,9,0.15,1,0,1.3499999999999999,Single Listing,Low Availability
16583238,Manhattan,Lower East Side,40.72165,-73.98759,Entire home/apt,125,5,12,0.2,1,0,2.4000000000000004,Single Listing,Low Availability
17820079,Manhattan,East Village,40.72673,-73.98004,Private room,130,1,191,3.17,1,0,605.47,Single Listing,Low Availability
17820464,Manhattan,East Village,40.72454,-73.97836,Entire home/apt,145,1,358,5.96,1,3,2133.68,Single Listing,Low Availability
3912009,Manhattan,Harlem,40.82193,-73.94499,Private room,95,3,160,2.78,2,0,444.79999999999995,Small Host,Low Availability
17842194,Brooklyn,Crown Heights,40.67893,-73.96262,Entire home/apt,150,4,9,0.15,2,0,1.3499999999999999,Small Host,Low Availability
17845064,Queens,Forest Hills,40.73334,-73.85433,Entire home/apt,150,1,0,0.0,1,364,0.0,Single Listing,High Availability
17224426,Brooklyn,Bedford-Stuyvesant,40.68643,-73.92208,Private room,56,2,180,3.04,1,0,547.2,Single Listing,Low Availability
7879349,Brooklyn,Greenpoint,40.72472,-73.94135,Private room,60,1,1,0.02,1,0,0.02,Single Listing,Low Availability
7458731,Brooklyn,East Flatbush,40.66123,-73.93428,Entire home/apt,85,3,37,0.62,1,310,22.94,Single Listing,High Availability
7250241,Manhattan,Lower East Side,40.71306,-73.98856,Private room,80,5,3,0.05,1,0,0.15000000000000002,Single Listing,Low Availability
6212988,Manhattan,West Village,40.73326,-74.00604,Private room,100,3,16,0.26,1,0,4.16,Single Listing,Low Availability
17866326,Brooklyn,Bushwick,40.70228,-73.92824,Private room,54,3,2,0.05,2,0,0.1,Small Host,Low Availability
3563304,Brooklyn,Bedford-Stuyvesant,40.68537,-73.95693,Entire home/apt,113,4,38,0.63,1,191,23.94,Single Listing,High Availability
6309019,Brooklyn,Williamsburg,40.71474,-73.95662,Entire home/apt,200,2,175,2.93,1,303,512.75,Single Listing,High Availability
16974369,Manhattan,Harlem,40.81813,-73.9398,Private room,75,5,5,0.1,1,0,0.5,Single Listing,Low Availability
17874864,Manhattan,Harlem,40.8214,-73.95675,Shared room,200,1,31,0.53,1,365,16.43,Single Listing,High Availability
1439449,Brooklyn,South Slope,40.66308,-73.98309,Entire home/apt,110,30,4,0.07,1,220,0.28,Single Listing,High Availability
17885257,Manhattan,Midtown,40.75503,-73.96711,Entire home/apt,180,1,0,0.0,1,0,0.0,Single Listing,Low Availability
15735446,Brooklyn,Williamsburg,40.71707,-73.94708,Entire home/apt,200,1,14,0.24,1,336,3.36,Single Listing,High Availability
2879920,Manhattan,Upper East Side,40.76189,-73.96298,Private room,69,60,9,0.16,2,90,1.44,Small Host,Medium Availability
17891677,Manhattan,West Village,40.73496,-74.00005,Entire home/apt,200,5,64,1.09,1,329,69.76,Single Listing,High Availability
7157099,Brooklyn,Prospect-Lefferts Gardens,40.65586,-73.95972,Entire home/apt,140,5,7,0.15,3,14,1.05,Small Host,Low Availability
2120259,Brooklyn,Crown Heights,40.66518,-73.95109,Private room,45,4,37,0.64,4,281,23.68,Small Host,High Availability
6504434,Brooklyn,Sunset Park,40.64993,-74.00191,Private room,35,7,0,0.0,1,0,0.0,Single Listing,Low Availability
3902832,Brooklyn,Greenpoint,40.7322,-73.95882,Private room,80,3,0,0.0,1,0,0.0,Single Listing,Low Availability
636319,Brooklyn,South Slope,40.66252,-73.98433,Entire home/apt,150,2,0,0.0,1,0,0.0,Single Listing,Low Availability
7245581,Manhattan,Washington Heights,40.83365,-73.94059,Entire home/apt,70,180,7,0.12,19,308,0.84,Medium Host,High Availability
17906693,Manhattan,Hell's Kitchen,40.76553,-73.9953,Private room,200,2,62,1.06,1,304,65.72,Single Listing,High Availability
17920050,Manhattan,Midtown,40.76524,-73.98018,Entire home/apt,308,2,9,0.15,1,0,1.3499999999999999,Single Listing,Low Availability
17920926,Manhattan,Nolita,40.71987,-73.9947,Entire home/apt,270,5,8,0.21,1,0,1.68,Single Listing,Low Availability
2401823,Brooklyn,Clinton Hill,40.68695,-73.9631,Entire home/apt,150,3,0,0.0,1,0,0.0,Single Listing,Low Availability
6911276,Brooklyn,Clinton Hill,40.6818,-73.96238,Private room,99,1,83,1.39,1,248,115.36999999999999,Single Listing,High Availability
17953139,Manhattan,Lower East Side,40.7211,-73.98397,Entire home/apt,175,7,9,0.27,1,255,2.43,Single Listing,High Availability
298914,Manhattan,Gramercy,40.73711,-73.98985,Entire home/apt,220,4,60,1.01,1,4,60.6,Single Listing,Low Availability
7499240,Manhattan,Washington Heights,40.8362,-73.94033,Private room,80,1,3,0.05,2,314,0.15000000000000002,Small Host,High Availability
1673750,Brooklyn,Park Slope,40.66617,-73.97593,Entire home/apt,230,2,7,0.15,1,0,1.05,Single Listing,Low Availability
7438973,Manhattan,Harlem,40.81464,-73.95351,Private room,60,30,2,0.19,1,183,0.38,Single Listing,High Availability
1239959,Manhattan,Greenwich Village,40.72802,-73.99644,Private room,120,14,1,0.03,1,0,0.03,Single Listing,Low Availability
18007776,Brooklyn,Prospect-Lefferts Gardens,40.65698,-73.95761,Private room,45,14,8,0.81,4,31,6.48,Small Host,Medium Availability
18008945,Manhattan,East Harlem,40.79805,-73.94533,Entire home/apt,100,4,50,0.83,1,12,41.5,Single Listing,Low Availability
17891224,Manhattan,Harlem,40.80612,-73.95678,Entire home/apt,138,4,0,0.0,1,0,0.0,Single Listing,Low Availability
18032197,Brooklyn,Sunset Park,40.66273,-73.99111,Entire home/apt,100,4,25,1.11,1,0,27.750000000000004,Single Listing,Low Availability
18038832,Manhattan,Chelsea,40.74767,-73.99393,Entire home/apt,230,1,29,0.49,1,0,14.209999999999999,Single Listing,Low Availability
18041691,Manhattan,Harlem,40.80411,-73.95624,Entire home/apt,225,1,5,0.09,1,0,0.44999999999999996,Single Listing,Low Availability
3771272,Brooklyn,Bedford-Stuyvesant,40.68652,-73.95031,Entire home/apt,120,2,60,1.0,1,156,60.0,Single Listing,Medium Availability
3609048,Brooklyn,Crown Heights,40.67089,-73.93323,Private room,99,2,8,0.17,3,365,1.36,Small Host,High Availability
18051675,Manhattan,Washington Heights,40.85153,-73.93815,Entire home/apt,150,3,0,0.0,1,0,0.0,Single Listing,Low Availability
18018059,Brooklyn,Bushwick,40.68258,-73.90472,Entire home/apt,122,1,157,2.64,1,235,414.48,Single Listing,High Availability
11495235,Brooklyn,Bushwick,40.70204,-73.92109,Entire home/apt,150,1,2,0.03,1,0,0.06,Single Listing,Low Availability
17943391,Manhattan,Harlem,40.809,-73.94263,Entire home/apt,140,2,292,4.95,2,186,1445.4,Small Host,High Availability
3588028,Manhattan,Lower East Side,40.72158,-73.98998,Entire home/apt,150,3,18,0.3,1,0,5.3999999999999995,Single Listing,Low Availability
14898658,Brooklyn,Windsor Terrace,40.65015,-73.97945,Private room,38,30,77,1.28,11,309,98.56,Medium Host,High Availability
8483704,Manhattan,West Village,40.73002,-74.00653,Entire home/apt,200,7,16,1.09,1,50,17.44,Single Listing,Medium Availability
6310115,Brooklyn,Prospect-Lefferts Gardens,40.65598,-73.95512,Private room,50,1,12,0.31,1,0,3.7199999999999998,Single Listing,Low Availability
5164854,Manhattan,Harlem,40.82071,-73.93813,Private room,45,6,13,0.23,8,346,2.99,Medium Host,High Availability
18105672,Brooklyn,Williamsburg,40.71659,-73.9458,Private room,90,30,1,0.02,1,0,0.02,Single Listing,Low Availability
6150064,Queens,Astoria,40.76972,-73.9206,Private room,85,2,2,0.04,1,0,0.08,Single Listing,Low Availability
18115202,Manhattan,East Village,40.7296,-73.99054,Private room,85,1,0,0.0,1,0,0.0,Single Listing,Low Availability
18108212,Queens,St. Albans,40.69283,-73.75828,Entire home/apt,108,2,81,1.35,1,328,109.35000000000001,Single Listing,High Availability
18115545,Brooklyn,Prospect Heights,40.6751,-73.96558,Entire home/apt,129,3,15,0.25,1,204,3.75,Single Listing,High Availability
7076239,Brooklyn,Fort Greene,40.68744,-73.9747,Entire home/apt,275,2,180,2.99,2,290,538.2,Small Host,High Availability
12485770,Manhattan,Midtown,40.74596,-73.98411,Entire home/apt,148,30,9,0.15,9,329,1.3499999999999999,Medium Host,High Availability
4367602,Manhattan,Gramercy,40.73389,-73.98724,Entire home/apt,250,31,0,0.0,1,365,0.0,Single Listing,High Availability
18142696,Manhattan,East Village,40.72974,-73.98372,Entire home/apt,160,2,5,0.08,1,0,0.4,Single Listing,Low Availability
16834792,Brooklyn,Crown Heights,40.66529,-73.9557,Entire home/apt,130,5,150,2.48,2,309,372.0,Small Host,High Availability
18146661,Brooklyn,Park Slope,40.66884,-73.97575,Private room,180,3,192,3.2,1,60,614.4000000000001,Single Listing,Medium Availability
18147523,Manhattan,Washington Heights,40.84943,-73.93146,Private room,50,1,14,0.23,1,0,3.22,Single Listing,Low Availability
18150845,Manhattan,Washington Heights,40.83473,-73.93982,Private room,145,6,61,1.17,1,257,71.36999999999999,Single Listing,High Availability
18151946,Manhattan,Chinatown,40.71445,-73.99287,Private room,94,7,17,0.28,1,0,4.760000000000001,Single Listing,Low Availability
17898189,Manhattan,Upper East Side,40.77487,-73.949,Entire home/apt,180,2,24,0.41,1,0,9.84,Single Listing,Low Availability
146825,Manhattan,Nolita,40.72061,-73.99472,Private room,80,6,3,0.07,1,0,0.21000000000000002,Single Listing,Low Availability
18156556,Brooklyn,Bedford-Stuyvesant,40.68274,-73.91856,Entire home/apt,97,3,15,0.25,1,0,3.75,Single Listing,Low Availability
11430190,Brooklyn,Bedford-Stuyvesant,40.69576,-73.94082,Entire home/apt,90,2,51,0.86,1,179,43.86,Single Listing,Medium Availability
14157138,Brooklyn,Brownsville,40.66748,-73.92554,Entire home/apt,70,2,56,0.94,1,1,52.64,Single Listing,Low Availability
16809056,Queens,Astoria,40.75997,-73.90926,Entire home/apt,120,3,29,0.55,1,0,15.950000000000001,Single Listing,Low Availability
17958831,Manhattan,Kips Bay,40.74173,-73.97906,Entire home/apt,120,3,116,1.95,1,261,226.2,Single Listing,High Availability
18170442,Manhattan,Financial District,40.7055,-74.00866,Entire home/apt,165,1,0,0.0,1,0,0.0,Single Listing,Low Availability
1921498,Manhattan,Washington Heights,40.84464,-73.9355,Private room,59,9,26,0.44,3,109,11.44,Small Host,Medium Availability
18183144,Brooklyn,Flatbush,40.64802,-73.97095,Private room,91,3,33,0.65,1,90,21.45,Single Listing,Medium Availability
18189519,Queens,Bay Terrace,40.77995,-73.78506,Entire home/apt,184,3,146,2.46,1,143,359.15999999999997,Single Listing,Medium Availability
18198406,Brooklyn,Bedford-Stuyvesant,40.692,-73.93852,Private room,45,1,13,0.26,1,0,3.38,Single Listing,Low Availability
8410380,Manhattan,Gramercy,40.73755,-73.98595,Private room,150,4,147,2.44,1,344,358.68,Single Listing,High Availability
11976676,Manhattan,Harlem,40.80465,-73.95365,Entire home/apt,139,3,24,0.49,1,0,11.76,Single Listing,Low Availability
17450462,Manhattan,Harlem,40.82544,-73.9402,Private room,65,7,45,0.92,1,290,41.4,Single Listing,High Availability
2033003,Manhattan,East Village,40.72966,-73.98515,Private room,65,2,13,0.28,2,157,3.6400000000000006,Small Host,Medium Availability
461269,Brooklyn,Prospect Heights,40.67426,-73.96586,Private room,150,2,13,0.26,1,0,3.38,Single Listing,Low Availability
18212957,Queens,Astoria,40.7638,-73.91622,Entire home/apt,115,2,5,0.08,1,0,0.4,Single Listing,Low Availability
4421323,Manhattan,Financial District,40.70883,-74.01266,Entire home/apt,299,7,6,0.19,1,0,1.1400000000000001,Single Listing,Low Availability
18219988,Brooklyn,Flatbush,40.63981,-73.95712,Entire home/apt,80,2,103,1.7,1,0,175.1,Single Listing,Low Availability
2383619,Brooklyn,Carroll Gardens,40.68184,-73.99308,Private room,80,21,88,1.5,1,364,132.0,Single Listing,High Availability
16669342,Brooklyn,Clinton Hill,40.69741,-73.96942,Entire home/apt,100,1,0,0.0,1,0,0.0,Single Listing,Low Availability
18225315,Manhattan,Chelsea,40.74016,-74.00049,Private room,135,1,14,0.27,1,0,3.7800000000000002,Single Listing,Low Availability
6643482,Brooklyn,Prospect-Lefferts Gardens,40.65554,-73.96046,Private room,80,2,122,2.07,1,227,252.54,Single Listing,High Availability
17619450,Brooklyn,Flatbush,40.63631,-73.95313,Private room,69,1,4,0.09,1,0,0.36,Single Listing,Low Availability
18212433,Manhattan,East Harlem,40.7946,-73.94105,Private room,75,30,2,0.04,8,352,0.08,Medium Host,High Availability
14273136,Brooklyn,Park Slope,40.66981,-73.98462,Entire home/apt,94,10,26,0.52,1,0,13.52,Single Listing,Low Availability
18254730,Brooklyn,South Slope,40.66748,-73.98971,Entire home/apt,192,4,6,0.14,1,8,0.8400000000000001,Single Listing,Low Availability
18212433,Manhattan,East Harlem,40.79319,-73.94209,Private room,50,21,3,0.3,8,350,0.8999999999999999,Medium Host,High Availability
18212433,Manhattan,East Harlem,40.7942,-73.94136,Private room,58,21,2,0.04,8,331,0.08,Medium Host,High Availability
4666670,Queens,Long Island City,40.76481,-73.93163,Entire home/apt,120,6,25,0.42,4,346,10.5,Small Host,High Availability
